Goal Representation,Debug Result,Action,Add Info,LLM Answer,Plan
Clean the bathroom,Prepare a sink of soapy water in the bathroom.,"['walk_executor(sink_42)', 'walk_executor(sink_231)', 'walk_executor(sink_42)', 'wash_executor(sink_
42)', 'walk_executor(faucet_43)', 'switchon_executor(faucet_43)', 'switchoff_executor(faucet_43)', '
switchon_executor(faucet_43)', 'switchoff_executor(faucet_43)', 'walk_executor(sink_42)', 'grab_exec
utor(soap_2053)', 'putin_executor(soap_2053, sink_42)']",True,1,None
Clean the bathroom,Clean the bathroom sink directly.,"['walk_executor(sink_42)', 'scrub_executor(sink_42)']",True,1,None
Listen to music,Turn on the dvd player with remote control.,"['walk_executor(tvstand_353)', 'walk_executor(remote_control_2052)', 'walk_executor(dvd_player_2061)
', 'plugin_executor(dvd_player_2061)', 'switchon_executor(dvd_player_2061)', 'walk_executor(remote_c
ontrol_2052)', 'grab_executor(remote_control_2052)', 'walk_executor(dvd_player_2061)', 'put_executor
(remote_control_2052, dvd_player_2061)']",False,"Keystate: k1 - Completion Rate: 1.0
Action Completion Rate: 0.0",None
Listen to music,Turn on the cd player.,"['walk_executor(dresser_123)', 'open_executor(dresser_123)', 'walk_executor(nightstand_102)', 'walk_
executor(chair_106)', 'walk_executor(tvstand_353)', 'walk_executor(dresser_108)', 'open_executor(dre
sser_108)', 'walk_executor(couch_352)', 'walk_executor(tvstand_225)', 'walk_executor(cd_player_2060)
', 'open_executor(cd_player_2060)', 'plugin_executor(cd_player_2060)', 'close_executor(cd_player_206
0)', 'switchon_executor(cd_player_2060)']",False,"Keystate: k1 - Completion Rate: 0.11111111111111116
Action Completion Rate: No actions required",None
Wash dishes with dishwasher,Put dish soap in the dishwasher. Then wash the bowls and the plates with dishwasher.,"['walk_executor(dishwasher_1001)', 'open_executor(dishwasher_1001)', 'walk_executor(sink_231)', 'wal
k_executor(soap_2054)', 'walk_executor(toilet_37)', 'open_executor(toilet_37)', 'walk_executor(baske
t_for_clothes_2006)', 'walk_executor(home_office_319)', 'walk_executor(soap_2054)', 'grab_executor(s
oap_2054)', 'walk_executor(dishwasher_1001)', 'putin_executor(soap_2054, dishwasher_1001)', 'walk_ex
ecutor(table_226)', 'walk_executor(bowl_2071)', 'grab_executor(bowl_2071)', 'walk_executor(dishwashe
r_1001)', 'putin_executor(bowl_2071, dishwasher_1001)', 'walk_executor(table_226)', 'walk_executor(b
owl_2072)', 'grab_executor(bowl_2072)', 'walk_executor(dishwasher_1001)', 'putin_executor(bowl_2072,
 dishwasher_1001)', 'walk_executor(plate_1000)', 'grab_executor(plate_1000)', 'walk_executor(dishwas
her_1001)', 'putin_executor(plate_1000, dishwasher_1001)', 'close_executor(dishwasher_1001)', 'switc
hon_executor(dishwasher_1001)']",True,1,None
Wash dishes with dishwasher,Wash the bowls and plates with dishwasher. And wash forks by hand.,"['walk_executor(kitchen_counter_230)', 'walk_executor(dishwasher_1001)', 'open_executor(dishwasher_1
001) (Failed)', 'switchoff_executor(dishwasher_1001)', 'open_executor(dishwasher_1001)', 'close_exec
utor(dishwasher_1001)', 'switchon_executor(dishwasher_1001)']",False,"Keystate: k1 - Completion Rate: 1.0
Action Completion Rate: 0.0",None
Wash dishes with dishwasher,wash the bowls and the plates with dishwasher,['walk_executor(dishwasher_1001)'],True,1,None
Change TV channel,Turn on the TV with the remote control.,"['walk_executor(tvstand_353)', 'walk_executor(remote_control_2052)', 'grab_executor(remote_control_2
052)', 'walk_executor(television_248)', 'switchon_executor(television_248)']",False,Action Completion Rate: 0.0,None
Change TV channel,"Sitting on the couch, then turn on the TV with the remote control.","['walk_executor(couch_352)', 'sit_executor(couch_352)', 'grab_executor(remote_control_2052)', 'stand
up_executor(char)', 'walk_executor(television_248)', 'put_executor(remote_control_2052, television_2
48)', 'switchon_executor(television_248) (Failed)']",False,"Keystate: k1 - Completion Rate: 1.0
Action Completion Rate: 0.0",None
Make coffee,"make a cup of coffee using the coffee maker, then add milk and sugar.","['walk_executor(coffe_maker_290)', 'switchon_executor(coffe_maker_290)', 'walk_executor(faucet_232)'
, 'switchon_executor(faucet_232)', 'switchoff_executor(faucet_232)']",False,"Keystate: k1 - Completion Rate: 0
Action Completion Rate: No actions required",None
Make coffee,make a cup of coffee using the coffee maker.,[],False,"Keystate: k1 - Completion Rate: 0.0
Action Completion Rate: No actions required",None
Cook some food,slice some chicken,"['walk_executor(kitchen_counter_230)', 'walk_executor(cutting_board_2051)', 'walk_executor(fridge_28
9)', 'switchoff_executor(fridge_289)', 'open_executor(fridge_289)', 'walk_executor(food_chicken_2017
)', 'grab_executor(food_chicken_2017)', 'walk_executor(cutting_board_2051)', 'put_executor(food_chic
ken_2017, cutting_board_2051)', 'walk_executor(knife_2050)', 'grab_executor(knife_2050)']",True,1,None
