Goal Representation,Debug Result,Action,Add Info,LLM Answer,Plan
Clean the bathroom,Prepare a sink of soapy water in the bathroom.,"['walk_executor(sink_42)', 'walk_executor(sink_231)']",False,"Keystate: k1 - Completion Rate: 0.0
Action Completion Rate: 0.0",None
Clean the bathroom,Clean the bathroom sink directly.,"['walk_executor(sink_42)', 'walk_executor(sink_231)', 'walk_executor(sink_42)', 'walk_executor(clean
ing_solution_2073)', 'grab_executor(cleaning_solution_2073)', 'walk_executor(sink_42)', 'scrub_execu
tor(sink_42)']",True,1,None
Listen to music,Turn on the dvd player with remote control.,"['walk_executor(coffee_table_2068)', 'walk_executor(table_107)', 'walk_executor(tvstand_225)', 'walk
_executor(table_226)', 'walk_executor(couch_352)', 'walk_executor(tvstand_353)', 'walk_executor(tabl
e_355)', 'walk_executor(remote_control_2052)', 'switchon_executor(remote_control_2052)', 'grab_execu
tor(remote_control_2052)', 'walk_executor(dvd_player_2061)', 'put_executor(remote_control_2052, dvd_
player_2061)', 'plugin_executor(dvd_player_2061)', 'switchon_executor(dvd_player_2061)']",False,"Keystate: k1 - Completion Rate: 1.0
Action Completion Rate: 0.0",None
cdl_dataset/dataset/Listen_to_music/g1.txt,Syntax Error,None,None,None,None
cdl_dataset/dataset/Wash_dishes_with_dishwasher/g2.txt,Syntax Error,None,None,None,None
cdl_dataset/dataset/Wash_dishes_with_dishwasher/g3.txt,Syntax Error,None,None,None,None
cdl_dataset/dataset/Wash_dishes_with_dishwasher/g1.txt,Syntax Error,None,None,None,None
Change TV channel,Turn on the TV with the remote control.,"['walk_executor(tvstand_353)', 'walk_executor(remote_control_2052)', 'walk_executor(television_248)'
, 'switchon_executor(television_248)']",False,Action Completion Rate: 0.0,None
Change TV channel,"Sitting on the couch, then turn on the TV with the remote control.","['walk_executor(couch_352)', 'sit_executor(couch_352)', 'standup_executor(char)', 'walk_executor(rem
ote_control_2052)', 'grab_executor(remote_control_2052)', 'standup_executor(char) (Failed)']",False,"Keystate: k1 - Completion Rate: 1.0
Action Completion Rate: 0.0",None
cdl_dataset/dataset/Make_coffee/g2.txt,Syntax Error,None,None,None,None
Make coffee,make a cup of coffee using the coffee maker.,[],False,"Keystate: k1 - Completion Rate: 0.0
Action Completion Rate: No actions required",None
cdl_dataset/dataset/Cook_some_food/g2.txt,Syntax Error,None,None,None,None
Cook some food,"Wash all the vegetables, then put them in a pot and boil them on the stove. Then cool them in a bowl
.",[],False,"Keystate: k1 - Completion Rate: 0.0
Keystate: k2 - Completion Rate: 0.0
Keystate: k3 - Completion Rate: 0.0
Action Completion Rate: 0.0",None
cdl_dataset/dataset/Cook_some_food/g1.txt,Syntax Error,None,None,None,None
cdl_dataset/dataset/Cook_some_food/g4.txt,Syntax Error,None,None,None,None
cdl_dataset/dataset/Prepare_breakfast/g2.txt,Syntax Error,None,None,None,None
cdl_dataset/dataset/Prepare_breakfast/g3.txt,Syntax Error,None,None,None,None
cdl_dataset/dataset/Prepare_breakfast/g1.txt,Syntax Error,None,None,None,None
cdl_dataset/dataset/Prepare_breakfast/g4.txt,Syntax Error,None,None,None,None
cdl_dataset/dataset/Pet_cat/g2.txt,Syntax Error,None,None,None,None
cdl_dataset/dataset/Pet_cat/g3.txt,Syntax Error,None,None,None,None
