Goal Representation,Debug Result,Action,Add Info,LLM Answer,Plan
Clean the bathroom,Prepare a sink of soapy water in the bathroom.,[],False,"Keystate: k1 - Completion Rate: 0.0
Action Completion Rate: 0.0",None
Clean the bathroom,Clean the bathroom sink directly.,"['walk_executor(sink_42)', 'wash_executor(sink_42)']",True,1,None
Listen to music,Turn on the dvd player with remote control.,"['walk_executor(coffee_table_2068)', 'walk_executor(remote_control_2052)', 'grab_executor(remote_con
trol_2052)', 'walk_executor(dvd_player_2061)', 'plugin_executor(dvd_player_2061)', 'close_executor(d
vd_player_2061) (Failed)', 'grab_executor(remote_control_2052)', 'switchon_executor(dvd_player_2061)
']",False,"Keystate: k1 - Completion Rate: 1.0
Action Completion Rate: 0.0",None
Listen to music,Turn on the cd player.,"['walk_executor(wallshelf_234)', 'walk_executor(tvstand_225)', 'walk_executor(cd_player_2060)', 'ope
n_executor(cd_player_2060)', 'plugin_executor(cd_player_2060)', 'close_executor(cd_player_2060)', 's
witchon_executor(cd_player_2060)']",False,"Keystate: k1 - Completion Rate: 0.11111111111111116
Keystate: k2 - Completion Rate: 0.33333333333333337
Action Completion Rate: No actions required",None
Wash dishes with dishwasher,Put dish soap in the dishwasher. Then wash the bowls and the plates with dishwasher.,"['walk_executor(dishwasher_1001)', 'open_executor(dishwasher_1001)', 'walk_executor(kitchen_counter_
230)', 'walk_executor(cupboard_229)', 'open_executor(cupboard_229)', 'walk_executor(wallshelf_234)',
 'walk_executor(sink_231)', 'walk_executor(bathroom_counter_41)', 'walk_executor(bathroom_cabinet_40
)', 'open_executor(bathroom_cabinet_40)', 'walk_executor(sink_42)', 'walk_executor(detergent_2084)',
 'grab_executor(detergent_2084)', 'walk_executor(dishwasher_1001)', 'putin_executor(detergent_2084, 
dishwasher_1001)', 'walk_executor(kitchen_counter_230)', 'walk_executor(coffee_table_2068)', 'walk_e
xecutor(pot_2069)', 'open_executor(pot_2069)', 'walk_executor(plate_1000)', 'walk_executor(toaster_2
92)', 'walk_executor(table_226)', 'walk_executor(bowl_2071)', 'grab_executor(bowl_2071)', 'walk_exec
utor(dishwasher_1001)', 'putin_executor(bowl_2071, dishwasher_1001)', 'walk_executor(table_226)', 'w
alk_executor(bowl_2072)', 'grab_executor(bowl_2072)', 'walk_executor(dishwasher_1001)', 'putin_execu
tor(bowl_2072, dishwasher_1001)', 'walk_executor(plate_1000)', 'grab_executor(plate_1000)', 'walk_ex
ecutor(dishwasher_1001)', 'putin_executor(plate_1000, dishwasher_1001)', 'close_executor(dishwasher_
1001)', 'switchon_executor(dishwasher_1001)']",False,"Keystate: k1 - Completion Rate: 0.0
Keystate: k2 - Completion Rate: 1.0
Action Completion Rate: No actions required",None
Wash dishes with dishwasher,Wash the bowls and plates with dishwasher. And wash forks by hand.,"['walk_executor(dishwasher_1001)', 'switchon_executor(dishwasher_1001)', 'walk_executor(kitchen_coun
ter_230)', 'walk_executor(cupboard_229)', 'open_executor(cupboard_229)', 'walk_executor(sink_231)', 
'walk_executor(cup_2064)', 'walk_executor(plate_1000)', 'walk_executor(wallshelf_234)', 'walk_execut
or(table_226)', 'walk_executor(dishwasher_1001)', 'switchoff_executor(dishwasher_1001)', 'open_execu
tor(dishwasher_1001)', 'walk_executor(bowl_2071)', 'grab_executor(bowl_2071)', 'walk_executor(dishwa
sher_1001)', 'putin_executor(bowl_2071, dishwasher_1001)', 'walk_executor(bowl_2072)', 'grab_executo
r(bowl_2072)', 'walk_executor(dishwasher_1001)', 'putin_executor(bowl_2072, dishwasher_1001)', 'walk
_executor(plate_1000)', 'grab_executor(plate_1000)', 'walk_executor(dishwasher_1001)', 'putin_execut
or(plate_1000, dishwasher_1001)', 'close_executor(dishwasher_1001)', 'switchon_executor(dishwasher_1
001)']",False,"Keystate: k1 - Completion Rate: 1.0
Action Completion Rate: 0.0",None
Wash dishes with dishwasher,wash the bowls and the plates with dishwasher,"['walk_executor(dining_room_201)', 'walk_executor(sink_42)', 'walk_executor(sink_231)']",False,"Keystate: k1 - Completion Rate: 0.0
Keystate: k2 - Completion Rate: 0.0
Action Completion Rate: No actions required",None
Change TV channel,Turn on the TV with the remote control.,"['walk_executor(tvstand_225)', 'walk_executor(tvstand_353)', 'walk_executor(remote_control_2052)', '
walk_executor(television_248)', 'switchon_executor(television_248)']",False,Action Completion Rate: 0.0,None
Change TV channel,"Sitting on the couch, then turn on the TV with the remote control.","['walk_executor(couch_352)', 'sit_executor(couch_352)', 'standup_executor(char)', 'walk_executor(rem
ote_control_2052)', 'grab_executor(remote_control_2052)', 'walk_executor(television_410)', 'put_exec
utor(remote_control_2052, television_410)', 'turnto_executor(television_410)', 'switchon_executor(te
levision_410)']",False,"Keystate: k1 - Completion Rate: 1.0
Action Completion Rate: 0.0",None
Make coffee,"make a cup of coffee using the coffee maker, then add milk and sugar.","['walk_executor(coffe_maker_290)', 'open_executor(coffe_maker_290)', 'close_executor(coffe_maker_290
)', 'switchon_executor(coffe_maker_290)', 'switchoff_executor(coffe_maker_290)', 'open_executor(coff
e_maker_290)', 'close_executor(coffe_maker_290)', 'switchon_executor(coffe_maker_290)', 'walk_execut
or(fridge_289)', 'switchoff_executor(fridge_289)', 'open_executor(fridge_289)', 'walk_executor(milk_
2043)', 'grab_executor(milk_2043)', 'walk_executor(cup_2063)', 'putin_executor(milk_2043, cup_2063)'
, 'walk_executor(cupboard_229)', 'open_executor(cupboard_229)', 'walk_executor(food_sugar_2039)', 'g
rab_executor(food_sugar_2039)', 'walk_executor(cup_2063)', 'putin_executor(food_sugar_2039, cup_2063
)']",False,"Keystate: k1 - Completion Rate: 0.5263157894736843
Action Completion Rate: No actions required",None
Make coffee,make a cup of coffee using the coffee maker.,[],False,"Keystate: k1 - Completion Rate: 0.0
Action Completion Rate: No actions required",None
Cook some food,slice some chicken,"['walk_executor(fridge_289)', 'switchoff_executor(fridge_289)', 'open_executor(fridge_289)', 'walk_e
xecutor(food_chicken_2017)', 'walk_executor(kitchen_counter_230)', 'walk_executor(food_chicken_2017)
', 'grab_executor(food_chicken_2017)', 'walk_executor(cutting_board_2051)', 'put_executor(food_chick
en_2017, cutting_board_2051)', 'walk_executor(kitchen_counter_230)', 'walk_executor(knife_2050)', 'g
rab_executor(knife_2050)', 'walk_executor(food_chicken_2017)', 'cut_executor(food_chicken_2017)']",True,1,None
Cook some food,"Wash all the vegetables, then put them in a pot and boil them on the stove. Then cool them in a bowl
.",[],False,"Keystate: k1 - Completion Rate: 0.0
Keystate: k2 - Completion Rate: 0.0
Keystate: k3 - Completion Rate: 0.0
Action Completion Rate: 0.0",None
