Goal Representation,Debug Result,Action,Add Info,LLM Answer,Plan
"['1. Wash the shirt.', '2. Dry the shirt.', '3. Iron the shirt.']",,,,,
" 
behavior wash_the_shirt(shirt:item, sink:item):
    body:
        achieve_inside(shirt, sink)
        # Place the shirt inside the sink

        wash_shirt(shirt, sink)
        # Use the available learned behavior to wash the shirt

behavior __goal__():
    body:
        bind shirt: item where:
            is_clothes_shirt(shirt)
        # Select the shirt to wash

        bind sink: item where:
            is_sink(sink)
        # Select a sink to perform the washing

        wash_the_shirt(shirt, sink)
        # Call the washing behavior on the shirt and sink
","Error trying to process rule ""behavior_definition"":

'Function achieve_inside not found. Note that recursive function calls are not supported in the curr
ent version.'",,,,
" 
## Formal Representation:
 
behavior wash_the_shirt(shirt:item, sink:item):
    body:
        is_sink(sink)
        # Place the shirt inside the sink

        wash_shirt(shirt, sink)
        # Use the available learned behavior to wash the shirt

behavior __goal__():
    body:
        bind shirt: item where:
            is_clothes_shirt(shirt)
        # Select the shirt to wash

        bind sink: item where:
            is_sink(sink)
        # Select a sink to perform the washing

        wash_the_shirt(shirt, sink)
        # Call the washing behavior on the shirt and sink
",,,,,"['walk_executor(closetdrawer_380); exp(clothes_shirt_2083, closetdrawer_380); walk_executor(clothes_
shirt_2083); grab_executor(clothes_shirt_2083); walk_executor(sink_42); putin_executor(clothes_shirt
_2083, sink_42); walk_executor(clothes_shirt_2083); wash_executor(clothes_shirt_2083); scrub_executo
r(clothes_shirt_2083); rinse_executor(clothes_shirt_2083)']"
,,,,,"(CrowControllerApplier<walk_executor(closetdrawer_380)>, CrowControllerApplier<exp(clothes_shirt_208
3, closetdrawer_380)>, CrowControllerApplier<walk_executor(clothes_shirt_2083)>, CrowControllerAppli
er<grab_executor(clothes_shirt_2083)>, CrowControllerApplier<walk_executor(sink_42)>, CrowController
Applier<putin_executor(clothes_shirt_2083, sink_42)>, CrowControllerApplier<walk_executor(clothes_sh
irt_2083)>, CrowControllerApplier<wash_executor(clothes_shirt_2083)>, CrowControllerApplier<scrub_ex
ecutor(clothes_shirt_2083)>, CrowControllerApplier<rinse_executor(clothes_shirt_2083)>)"
,,walk_executor(closetdrawer_380),"Find hanger_363. Find hanger_374. Find hanger_359. Find hanger_361. Find hanger_365. Find hanger_367
. Find hanger_369. Find hanger_372. Find hanger_375. Find hanger_376. Robot is inside home_office_31
9. Robot is close closetdrawer_382. Robot is close closetdrawer_380. Robot is close dresser_358. Rob
ot is no longer inside bathroom_1.",,
,,"exp(clothes_shirt_2083, closetdrawer_380)",Failed to find clothes_shirt_2083 around closetdrawer_380. ,,
,,,,,"(CrowControllerApplier<walk_executor(hanger_363)>, CrowControllerApplier<exp(clothes_shirt_2083, han
ger_363)>, CrowControllerApplier<walk_executor(clothes_shirt_2083)>, CrowControllerApplier<grab_exec
utor(clothes_shirt_2083)>, CrowControllerApplier<walk_executor(sink_42)>, CrowControllerApplier<puti
n_executor(clothes_shirt_2083, sink_42)>, CrowControllerApplier<walk_executor(clothes_shirt_2083)>, 
CrowControllerApplier<wash_executor(clothes_shirt_2083)>, CrowControllerApplier<scrub_executor(cloth
es_shirt_2083)>, CrowControllerApplier<rinse_executor(clothes_shirt_2083)>)"
,,walk_executor(hanger_363),"Robot is inside home_office_319. Robot is close dresser_358. Robot is close hanger_363. Robot is no 
longer close closetdrawer_382.Robot is no longer close closetdrawer_380.",,
,,"exp(clothes_shirt_2083, hanger_363)",Failed to find clothes_shirt_2083 around hanger_363. ,,
,,,,,"(CrowControllerApplier<walk_executor(hanger_365)>, CrowControllerApplier<exp(clothes_shirt_2083, han
ger_365)>, CrowControllerApplier<walk_executor(clothes_shirt_2083)>, CrowControllerApplier<grab_exec
utor(clothes_shirt_2083)>, CrowControllerApplier<walk_executor(sink_42)>, CrowControllerApplier<puti
n_executor(clothes_shirt_2083, sink_42)>, CrowControllerApplier<walk_executor(clothes_shirt_2083)>, 
CrowControllerApplier<wash_executor(clothes_shirt_2083)>, CrowControllerApplier<scrub_executor(cloth
es_shirt_2083)>, CrowControllerApplier<rinse_executor(clothes_shirt_2083)>)"
