Goal Representation,Debug Result,Action,Add Info,LLM Answer,Plan
"['1. Slice the chicken.', '2. Give the sliced chicken to the cat.']",,,,,
" 
behavior __goal__():
    body:
        bind chicken: item where:
            is_food_chicken(chicken)
        bind cutting_board: item where:
            is_cutting_board(cutting_board)
        bind knife: item where:
            is_knife(knife)

        slice_chicken(chicken, cutting_board, knife)
",,,,,"['walk_executor(kitchen_counter_230); exp(knife_2050, kitchen_counter_230); walk_executor(knife_2050
); grab_executor(knife_2050); walk_executor(kitchen_counter_230); exp(food_chicken_2017, kitchen_cou
nter_230); walk_executor(food_chicken_2017); grab_executor(food_chicken_2017); walk_executor(kitchen
_counter_230); exp(cutting_board_2051, kitchen_counter_230); walk_executor(cutting_board_2051); put_
executor(food_chicken_2017, cutting_board_2051); walk_executor(food_chicken_2017); cut_executor(food
_chicken_2017)']"
,,,,,"(CrowControllerApplier<walk_executor(kitchen_counter_230)>, CrowControllerApplier<exp(knife_2050, ki
tchen_counter_230)>, CrowControllerApplier<walk_executor(knife_2050)>, CrowControllerApplier<grab_ex
ecutor(knife_2050)>, CrowControllerApplier<walk_executor(kitchen_counter_230)>, CrowControllerApplie
r<exp(food_chicken_2017, kitchen_counter_230)>, CrowControllerApplier<walk_executor(food_chicken_201
7)>, CrowControllerApplier<grab_executor(food_chicken_2017)>, CrowControllerApplier<walk_executor(ki
tchen_counter_230)>, CrowControllerApplier<exp(cutting_board_2051, kitchen_counter_230)>, CrowContro
llerApplier<walk_executor(cutting_board_2051)>, CrowControllerApplier<put_executor(food_chicken_2017
, cutting_board_2051)>, CrowControllerApplier<walk_executor(food_chicken_2017)>, CrowControllerAppli
er<cut_executor(food_chicken_2017)>)"
,,walk_executor(kitchen_counter_230),"Find cutting_board_2051. Find napkin_2005. Find oil_2079. Find pot_2069. Find knife_2050. Find cup_2
063. Find cup_2064. Find drawing_239. Find drawing_238. Find drawing_240. Find drawing_241. Find dra
wing_242. Find drawing_243. Find tray_296. Robot is inside dining_room_201. Robot is close kitchen_c
ounter_230. Robot is no longer inside bathroom_1.",,
,,"exp(knife_2050, kitchen_counter_230)",Find knife_2050. ,,
,,,,,"(CrowControllerApplier<walk_executor(knife_2050)>, CrowControllerApplier<grab_executor(knife_2050)>,
 CrowControllerApplier<walk_executor(kitchen_counter_230)>, CrowControllerApplier<exp(food_chicken_2
017, kitchen_counter_230)>, CrowControllerApplier<walk_executor(food_chicken_2017)>, CrowControllerA
pplier<grab_executor(food_chicken_2017)>, CrowControllerApplier<walk_executor(cutting_board_2051)>, 
CrowControllerApplier<put_executor(food_chicken_2017, cutting_board_2051)>, CrowControllerApplier<wa
lk_executor(food_chicken_2017)>, CrowControllerApplier<cut_executor(food_chicken_2017)>)"
,,walk_executor(knife_2050),Robot is inside dining_room_201. Robot is close kitchen_counter_230. Robot is close knife_2050. ,,
,,grab_executor(knife_2050),"Robot is inside dining_room_201. Robot is close kitchen_counter_230. Robot is close knife_2050. Grab
bing knife_2050 by right hand. ",,
,,walk_executor(kitchen_counter_230),Robot is inside dining_room_201. Robot is close kitchen_counter_230. Robot is close knife_2050. ,,
,,"exp(food_chicken_2017, kitchen_counter_230)",Failed to find food_chicken_2017 around kitchen_counter_230. ,,
"['1. Slice the chicken into appropriate portions.', '2. Serve the sliced chicken to the cat.']",,,,,
"
behavior move_to_cutting_board(chicken: item, cutting_board: item):
    body:
        achieve close(chicken, cutting_board)

behavior place_chicken_on_board(chicken: item, cutting_board: item):
    body:
        achieve on(chicken, cutting_board)

behavior achieve_inhand_knife(knife: item):
    body:
        achieve_once inhand(knife)

behavior cut_chicken(chicken: item, cutting_board: item, knife: item):
    body:
        achieve cut(chicken)

behavior __goal__():
    body:
        bind cutting_board: item where:
            is_cutting_board(cutting_board)
        
        bind knife: item where:
            is_knife(knife)

        bind chicken: item where:
            is_food_chicken(chicken)

        move_to_cutting_board(chicken, cutting_board)
        place_chicken_on_board(chicken, cutting_board)
        achieve_inhand_knife(knife)
        cut_chicken(chicken, cutting_board, knife)
",,,,,"['walk_executor(fridge_289); switchoff_executor(fridge_289); open_executor(fridge_289); exp(food_chi
cken_2017, fridge_289); walk_executor(food_chicken_2017); grab_executor(food_chicken_2017); walk_exe
cutor(cutting_board_2051); put_executor(food_chicken_2017, cutting_board_2051); walk_executor(knife_
2050); grab_executor(knife_2050); walk_executor(food_chicken_2017); cut_executor(food_chicken_2017)'
]"
