Goal Representation,Debug Result,Action,Add Info,LLM Answer,Plan
"['1. Find the book and put it on the coffee table in the home office.', '2. Prepare a cup of hot mil
k.', '3. Put the hot milk on the coffee table in the home office.']",,,,,
" 
def in_home_office(table: item):
    # Determine whether the table is located in the home office
    symbol in_home_office=exists room: item : is_home_office(room) and inside(table, room)
    return in_home_office

def is_coffee_table_and_home_office(table: item):
    # Function to ensure the table is a coffee table in the home office
    symbol is_coffee_table_and_home_office=is_coffee_table(table) and in_home_office(table)
    return is_coffee_table_and_home_office

behavior __goal__():
    body:
        if exists book: item : is_book(book):
            # Check if there is a book in the known information
            bind book: item where:
                is_book(book)
            if exists table: item : is_coffee_table(table) and in_home_office(table):
                bind table: item where:
                    is_coffee_table_and_home_office(table)
                # Select the coffee table in the home office
                place_book_on_coffee_table(book, table)
            else:
                # If no coffee table in home office is found, initiate exploration to locate one
                foreach table: item:
                    if is_coffee_table(table) and not visited(table):
                        observe(table,""Check if this is a coffee table in the home office"")
        else:
            # If no book is found, initiate search
            foreach book: item:
                if is_book(book) and not visited(book):
                    observe(book,""Locate the book for further actions"")
",,,,,"['walk_executor(coffee_table_2068); obs(coffee_table_2068, Check if this is a coffee table in the ho
me office); walk_executor(table_107); obs(table_107, Check if this is a coffee table in the home off
ice); walk_executor(table_226); obs(table_226, Check if this is a coffee table in the home office); 
walk_executor(table_355); obs(table_355, Check if this is a coffee table in the home office)']"
,,,,,"(CrowControllerApplier<walk_executor(coffee_table_2068)>, CrowControllerApplier<obs(coffee_table_206
8, Check if this is a coffee table in the home office)>, CrowControllerApplier<walk_executor(table_1
07)>, CrowControllerApplier<obs(table_107, Check if this is a coffee table in the home office)>, Cro
wControllerApplier<walk_executor(table_226)>, CrowControllerApplier<obs(table_226, Check if this is 
a coffee table in the home office)>, CrowControllerApplier<walk_executor(table_355)>, CrowController
Applier<obs(table_355, Check if this is a coffee table in the home office)>)"
,,walk_executor(coffee_table_2068),"Robot is inside home_office_319. Robot is close coffee_table_2068. Robot is no longer inside bathroo
m_1.",,
,,"obs(coffee_table_2068, Check if this is a coffee table in the home office)","Get this information:  coffee_table_2068 is close to home_office_319. coffee_table_2068 is close to 
character_65. coffee_table_2068 is inside home_office_319.",,
,,,,,"(CrowControllerApplier<walk_executor(table_107)>, CrowControllerApplier<obs(table_107, Check if this
 is a coffee table in the home office)>, CrowControllerApplier<walk_executor(table_226)>, CrowContro
llerApplier<obs(table_226, Check if this is a coffee table in the home office)>, CrowControllerAppli
er<walk_executor(table_355)>, CrowControllerApplier<obs(table_355, Check if this is a coffee table i
n the home office)>)"
,,walk_executor(table_107),"Find mat_173. Find drawing_176. Find drawing_174. Find drawing_175. Find clothes_hat_2045. Find clot
hes_gloves_2046. Robot is inside bedroom_67. Robot is close floor_73. Robot is close table_107. Robo
t is no longer inside home_office_319.Robot is no longer close coffee_table_2068.",,
,,"obs(table_107, Check if this is a coffee table in the home office)","Get this information:  table_107 is facing drawing_176. table_107 is facing computer_170. table_107 
is facing drawing_174. table_107 is facing drawing_175. clothes_hat_2045 is on table_107. table_107 
is on floor_73. orchid_178 is on table_107. clothes_gloves_2046 is on table_107. table_107 is close 
to floor_72. table_107 is close to floor_73. table_107 is close to floor_74. table_107 is close to f
loor_76. table_107 is close to mat_173. table_107 is close to orchid_178. table_107 is close to clot
hes_hat_2045. table_107 is close to clothes_gloves_2046. table_107 is close to character_65. table_1
07 is inside bedroom_67. table_107 is CLEAN.",,
,,walk_executor(table_226),"Find drawing_238. Find drawing_239. Find drawing_240. Find drawing_241. Find drawing_242. Find drawi
ng_243. Find bowl_2072. Find fork_2080. Find bowl_2071. Find fork_2081. Find coffee_filter_2000. Fin
d drawing_2003. Find mat_236. Find mat_237. Robot is inside dining_room_201. Robot is close table_22
6. Robot is no longer inside bedroom_67.Robot is no longer close floor_73.Robot is no longer close t
able_107.",,
,,"obs(table_226, Check if this is a coffee table in the home office)","Get this information:  table_226 is facing drawing_238. table_226 is facing drawing_239. table_226 i
s facing drawing_240. table_226 is facing drawing_241. table_226 is facing drawing_242. table_226 is
 facing drawing_243. table_226 is facing television_248. bowl_2072 is on table_226. fork_2080 is on 
table_226. table_226 is close to drawing_402. table_226 is close to drawing_403. table_226 is close 
to bowl_2071. table_226 is close to bowl_2072. table_226 is close to fork_2080. table_226 is close t
o fork_2081. table_226 is close to floor_202. table_226 is close to floor_203. table_226 is close to
 floor_204. table_226 is close to floor_205. table_226 is close to floor_206. table_226 is close to 
floor_207. table_226 is close to floor_208. table_226 is close to coffee_filter_2000. table_226 is c
lose to wall_210. table_226 is close to wall_211. table_226 is close to wall_212. table_226 is close
 to wall_213. table_226 is close to wall_214. table_226 is close to drawing_2003. table_226 is close
 to ceilinglamp_224. table_226 is close to bench_227. table_226 is close to bench_228. table_226 is 
close to wallshelf_235. table_226 is close to mat_236. table_226 is close to mat_237. table_226 is c
lose to drawing_241. table_226 is close to drawing_242. table_226 is close to drawing_243. table_226
 is close to character_65. table_226 is inside dining_room_201. fork_2081 is on table_226. coffee_fi
lter_2000 is on table_226. drawing_2003 is on table_226. mat_236 is on table_226. bowl_2071 is on ta
ble_226. table_226 is DIRTY.",,
