Goal Representation,Debug Result,Action,Add Info,LLM Answer,Plan
Clean the bathroom,Prepare a sink of soapy water in the bathroom.,"['walk_executor(sink_42)', 'walk_executor(sink_231)']",False,"Keystate: k1 - Completion Rate: 0.0
Action Completion Rate: 0.0",None
Clean the bathroom,Clean the bathroom sink directly.,"['walk_executor(sink_42)', 'walk_executor(sink_231)', 'walk_executor(sink_42)', 'walk_executor(sink_
231)', 'walk_executor(sink_42)', 'walk_executor(sink_231)', 'walk_executor(cleaning_solution_2073)',
 'grab_executor(cleaning_solution_2073)', 'walk_executor(detergent_2084)', 'grab_executor(detergent_
2084)', 'walk_executor(basket_for_clothes_2006)', 'put_executor(cleaning_solution_2073, basket_for_c
lothes_2006)', 'walk_executor(sink_42)', 'scrub_executor(sink_42)']",True,1,None
Listen to music,Turn on the dvd player with remote control.,"['walk_executor(tvstand_353)', 'walk_executor(remote_control_2052)', 'walk_executor(dvd_player_2061)
', 'plugin_executor(dvd_player_2061)', 'switchon_executor(dvd_player_2061)', 'walk_executor(remote_c
ontrol_2052)', 'grab_executor(remote_control_2052)', 'walk_executor(dvd_player_2061)', 'put_executor
(remote_control_2052, dvd_player_2061)']",False,"Keystate: k1 - Completion Rate: 1.0
Action Completion Rate: 0.0",None
Listen to music,Turn on the cd player.,"['walk_executor(closetdrawer_143)', 'walk_executor(tvstand_353)', 'walk_executor(tvstand_225)', 'wal
k_executor(cd_player_2060)', 'open_executor(cd_player_2060)', 'plugin_executor(cd_player_2060)', 'cl
ose_executor(cd_player_2060)', 'switchon_executor(cd_player_2060)']",False,"Keystate: k1 - Completion Rate: 0.11111111111111116
Action Completion Rate: No actions required",None
Wash dishes with dishwasher,Put dish soap in the dishwasher. Then wash the bowls and the plates with dishwasher.,"['walk_executor(cupboard_229)', 'open_executor(cupboard_229)', 'walk_executor(sink_231)', 'walk_exec
utor(soap_2054)', 'walk_executor(powersocket_412)', 'walk_executor(wallshelf_35)', 'walk_executor(wa
shing_machine_2007)', 'open_executor(washing_machine_2007)', 'walk_executor(sink_42)', 'walk_executo
r(dishwasher_1001)', 'open_executor(dishwasher_1001)', 'walk_executor(soap_2053)', 'grab_executor(so
ap_2053)', 'walk_executor(dishwasher_1001)', 'putin_executor(soap_2053, dishwasher_1001)', 'walk_exe
cutor(sink_231)', 'walk_executor(microwave_297)', 'switchoff_executor(microwave_297)', 'open_executo
r(microwave_297)', 'walk_executor(fridge_289)', 'switchoff_executor(fridge_289)', 'open_executor(fri
dge_289)', 'walk_executor(couch_352)', 'walk_executor(plate_1000)', 'walk_executor(table_226)', 'wal
k_executor(bowl_2071)', 'grab_executor(bowl_2071)', 'walk_executor(dishwasher_1001)', 'putin_executo
r(bowl_2071, dishwasher_1001)', 'walk_executor(table_226)', 'walk_executor(bowl_2072)', 'grab_execut
or(bowl_2072)', 'walk_executor(dishwasher_1001)', 'putin_executor(bowl_2072, dishwasher_1001)', 'wal
k_executor(plate_1000)', 'grab_executor(plate_1000)', 'walk_executor(dishwasher_1001)', 'putin_execu
tor(plate_1000, dishwasher_1001)', 'close_executor(dishwasher_1001)', 'switchon_executor(dishwasher_
1001)']",True,1,None
Wash dishes with dishwasher,Wash the bowls and plates with dishwasher. And wash forks by hand.,"['walk_executor(kitchen_counter_230)', 'walk_executor(sink_231)', 'walk_executor(cupboard_229)', 'wa
lk_executor(dishwasher_1001)', 'switchoff_executor(dishwasher_1001)', 'open_executor(dishwasher_1001
)', 'walk_executor(bowl_2071)', 'grab_executor(bowl_2071)', 'walk_executor(dishwasher_1001)', 'putin
_executor(bowl_2071, dishwasher_1001)', 'walk_executor(bowl_2072)', 'grab_executor(bowl_2072)', 'wal
k_executor(dishwasher_1001)', 'putin_executor(bowl_2072, dishwasher_1001)', 'walk_executor(plate_100
0)', 'grab_executor(plate_1000)', 'walk_executor(dishwasher_1001)', 'putin_executor(plate_1000, dish
washer_1001)', 'close_executor(dishwasher_1001)', 'switchon_executor(dishwasher_1001)', 'switchoff_e
xecutor(dishwasher_1001)', 'open_executor(dishwasher_1001)', 'walk_executor(wallshelf_35)', 'walk_ex
ecutor(microwave_297)', 'walk_executor(table_226)', 'walk_executor(fork_2080)', 'grab_executor(fork_
2080)', 'walk_executor(sink_42)', 'putin_executor(fork_2080, sink_42)', 'walk_executor(fork_2080)', 
'wash_executor(fork_2080)']",True,1,None
Wash dishes with dishwasher,wash the bowls and the plates with dishwasher,"['walk_executor(dishwasher_1001)', 'open_executor(dishwasher_1001) (Failed)']",False,"Keystate: k1 - Completion Rate: 1.0
Keystate: k2 - Completion Rate: 0.0
Action Completion Rate: No actions required",None
Change TV channel,Turn on the TV with the remote control.,"['walk_executor(television_410)', 'walk_executor(remote_control_2052)', 'switchon_executor(remote_co
ntrol_2052)', 'walk_executor(television_248)', 'switchon_executor(television_248)', 'walk_executor(t
elevision_410)']",False,Action Completion Rate: 0.0,None
Change TV channel,"Sitting on the couch, then turn on the TV with the remote control.","['walk_executor(couch_352)', 'sit_executor(couch_352)', 'standup_executor(char)', 'walk_executor(rem
ote_control_2052)', 'walk_executor(television_248)', 'switchon_executor(television_248) (Failed)', '
walk_executor(remote_control_2052)', 'turnto_executor(television_248)', 'grab_executor(remote_contro
l_2052)']",False,"Keystate: k1 - Completion Rate: 1.0
Action Completion Rate: 0.0",None
Make coffee,"make a cup of coffee using the coffee maker, then add milk and sugar.",['walk_executor(closetdrawer_143)'],False,"Keystate: k1 - Completion Rate: Keystate Evaluate Error
Action Completion Rate: No actions required",None
Make coffee,make a cup of coffee using the coffee maker.,[],False,"Keystate: k1 - Completion Rate: 0.0
Action Completion Rate: No actions required",None
