Goal Representation,Debug Result,Action,Add Info,LLM Answer,Plan
wash the bowls and the plates with dishwasher,,,,,
"['1. Find the bowls and plates that need to be washed.', '2. Load the bowls and plates into the dish
washer.', '3. Start the dishwasher.']",,,,,
" 
behavior __goal__():
    body:
        foreach item: item:
            if is_bowl(item) or is_plate(item) and dirty(item):
                observe(item, ""Find the bowls and plates that need to be washed"")
",,,,,['']
"['1. Find the bowls and plates that need to be washed.', '2. Load the bowls and plates into the dish
washer.', '3. Run the dishwasher to wash the bowls and plates.']",,,,,
"
def has_dirty_bowls_or_plates_in_room(room:item):
    # Function to check if there are dirty bowls or plates in the specified room
    symbol has_dirty_bowls_or_plates=exists o: item : (is_plate(o) or is_bowl(o)) and dirty(o) and i
nside(o, room)
    return has_dirty_bowls_or_plates

behavior __goal__():
    body:
        if exists room: item : has_dirty_bowls_or_plates_in_room(room):
            # If its known which room has dirty bowls or plates, directly approach it
            bind room: item where:
                has_dirty_bowls_or_plates_in_room(room)
            achieve close_char(char, room)
        else:
            # Check all rooms in the scene that have not been visited
            foreach room: item:
                if inside_char(char, room):
                    foreach o: item:
                        if (is_plate(o) or is_bowl(o)) and dirty(o) and not visited(o):
                            observe(o,""Check if it is dirty and inside a room"")
",,,,,['']
"['1. Find the bowls and plates that need to be washed.', '2. Load the bowls and plates into the dish
washer.', '3. Start the dishwasher to wash the bowls and plates.']",,,,,
" 
def has_dirty_bowls_or_plates(location:item):
    # Function to check if there are dirty bowls or plates in a specified location
    symbol has_dirty_items=exists i: item : (is_plate(i) or is_bowl(i)) and dirty(i) and inside(i, l
ocation)
    return has_dirty_items

behavior __goal__():
    body:
        if exists location: item : has_dirty_bowls_or_plates(location):
            bind location: item where:
                has_dirty_bowls_or_plates(location)
            achieve close_char(char, location)
        else:
            foreach location: item:
                if not visited(location):
                    observe(location, ""Check if there are dirty bowls or plates in the location"")
",,,,,[]
"['1. Find the bowls and plates.', '2. Load the bowls and plates into the dishwasher.', '3. Run the d
ishwasher to wash the bowls and plates.', '4. Unload the clean bowls and plates from the dishwasher.
']",,,,,
" 
behavior __goal__():
    body:
        foreach bowl: item:
            if is_food(bowl):
                observe(bowl,""Check if this is a bowl"")

        foreach plate: item:
            if is_plate(plate):
                observe(plate,""Check if this is a plate"")
",,,,,[]
,,,,I don't know.,
"
behavior __goal__():
    body:
        if exists bowls: item : is_bowl(bowls):
            bind bowl: item where:
                is_bowl(bowl)
            achieve visited(bowl)
        
        if exists plates: item : is_plate(plates):
            bind plate: item where:
                is_plate(plate)
            achieve visited(plate)

        if not exists bowls: item : is_bowl(bowls):
            foreach bowl: item:
                if is_bowl(bowl) and not visited(bowl):
                    observe(bowl, ""Check where the bowls are"")

        if not exists plates: item : is_plate(plates):
            foreach plate: item:
                if is_plate(plate) and not visited(plate):
                    observe(plate, ""Check where the plates are"")
","Unexpected token Token('VARNAME', 'bowls') at line 5754, column 23.
Expected one of: 
	* COLON
",,,,
"behavior __goal__():
    body:
        if exists bowl: item : is_bowl(bowl):
            bind bowl: item where:
                is_bowl(bowl)
            achieve visited(bowl)
        
        if exists plate: item : is_plate(plate):
            bind plate: item where:
                is_plate(plate)
            achieve visited(plate)

        if not exists bowl: item : is_bowl(bowl):
            foreach bowl: item:
                if is_bowl(bowl) and not visited(bowl):
                    observe(bowl, ""Check where the bowls are"")

        if not exists plate: item : is_plate(plate):
            foreach plate: item:
                if is_plate(plate) and not visited(plate):
                    observe(plate, ""Check where the plates are"")","Unexpected token Token('VARNAME', 'bowl') at line 5753, column 23.
Expected one of: 
	* COLON
",,,,
"behavior __goal__():
    body:
        if exists bowl: item : is_bowl(bowl):
            bind bowl: item where:
                is_bowl(bowl)
            achieve visited(bowl)
        
        if exists plate: item : is_plate(plate):
            bind plate: item where:
                is_plate(plate)
            achieve visited(plate)

        if not exists bowl: item where is_bowl(bowl):
            foreach bowl: item:
                if is_bowl(bowl) and not visited(bowl):
                    observe(bowl, ""Check where the bowls are"")

        if not exists plate: item where is_plate(plate):
            foreach plate: item:
                if is_plate(plate) and not visited(plate):
                    observe(plate, ""Check where the plates are"")","Unexpected token Token('VARNAME', 'bowl') at line 5753, column 23.
Expected one of: 
	* COLON
",,,,
" 
behavior __goal__():
    body:
        if exists bowl: item : is_bowl(bowl):
            bind bowl: item where:
                is_bowl(bowl)
            achieve visited(bowl)
        
        if exists plate: item : is_plate(plate):
            bind plate: item where:
                is_plate(plate)
            achieve visited(plate)

        if not exists bowl: item where is_bowl(bowl):
            foreach bowl: item:
                if is_bowl(bowl) and not visited(bowl):
                    observe(bowl, ""Check where the bowls are"")

        if not exists plate: item where is_plate(plate):
            foreach plate: item:
                if is_plate(plate) and not visited(plate):
                    observe(plate, ""Check where the plates are"")
","Unexpected token Token('VARNAME', 'bowl') at line 5754, column 23.
Expected one of: 
	* COLON
",,,,
"
behavior __goal__():
    body:
        if exists bowl: item : is_bowl(bowl):
            bind bowl: item where:
                is_bowl(bowl)
            achieve visited(bowl)
        
        if exists plate: item : is_plate(plate):
            bind plate: item where:
                is_plate(plate)
            achieve visited(plate)

        if not exists bowl: item : is_bowl(bowl):
            foreach bowl: item:
                if is_bowl(bowl) and not visited(bowl):
                    observe(bowl, ""Check where the bowls are"")

        if not exists plate: item : is_plate(plate):
            foreach plate: item:
                if is_plate(plate) and not visited(plate):
                    observe(plate, ""Check where the plates are"")
","Unexpected token Token('VARNAME', 'bowl') at line 5754, column 23.
Expected one of: 
	* COLON
",,,,
