Goal Representation,Debug Result,Action,Add Info,LLM Answer,Plan
wash the bowls and the plates with dishwasher,,,,,
"['1. Find the bowls and plates to be washed.', '2. Place the bowls and plates in the dishwasher and 
wash them.']",,,,,
"behavior locate_dish(items_to_find:list):
    body:
        foreach item: item:
            if is_bowl(item) or is_plate(item):
                observe(item, ""Check if this is the item I am looking for"")

goal locate_dish():
   body:
       bind items_to_find: list = [bowl, plate]
       locate_dish(items_to_find)","Unexpected token Token('BASIC_TYPENAME', 'locate_dish') at line 2527, column 6.
Expected one of: 
	* COLON
Previous tokens: [Token('GOAL', 'goal')]
",,,,
"
behavior locate_dish(items_to_find: list):
    body:
        foreach item: item:
            if is_bowl(item) or is_plate(item):
                observe(item, ""Check if this is the item I am looking for"")

goal __goal__():
    body:
        bind items_to_find: list = [bowl, plate]
        locate_dish(items_to_find)
","Unexpected token Token('BASIC_TYPENAME', '__goal__') at line 2528, column 6.
Expected one of: 
	* COLON
Previous tokens: [Token('GOAL', 'goal')]
",,,,
"plaintext
behavior locate_dish(items_to_find: list):
    body:
        foreach item: item:
            if is_bowl(item) or is_plate(item):
                observe(item, ""Check if this is the item I am looking for"")

behavior __goal__():
    body:
        bind items_to_find: list = [bowl, plate]
        locate_dish(items_to_find)
","Unexpected token Token('BASIC_TYPENAME', 'plaintext') at line 2540, column 1.
Expected one of: 
	* $END
	* CONTROLLER
	* GENERATOR
	* FEATURE
	* ACTION
	* _PRAGMA_KEYWORD
	* TYPEDEF
	* DEF
	* INIT
	* UNDIRECTED_GENERATOR
	* _NEWLINE
	* IMPORT
	* DOMAIN
	* BEHAVIOR
	* OBJECTS
	* GOAL
Previous tokens: [Token('_NEWLINE', '\n    \n\n#exp_behavior_end\n\n#goal_representation\n')]
",,,,
"
behavior locate_dish(items_to_find: list):
    body:
        foreach item: item:
            if is_bowl(item) or is_plate(item):
                observe(item, ""Check if this is the item I am looking for"")

behavior __goal__():
    body:
        bind bowl: item where:
            is_bowl(bowl)
        bind plate: item where:
            is_plate(plate)
        locate_dish([bowl, plate])
","Error trying to process rule ""typed_argument"":

Unknown type: list, known types are: ['item', 'character', 'id'].",,,,
"behavior locate_dish():
    body:
        foreach item: item:
            if is_bowl(item) or is_plate(item):
                observe(item, ""Check if this is the item I am looking for"")

behavior __goal__():
    body:
        locate_dish()
",,,,,"['walk_executor(sink_42); exp(bowl_2071, sink_42); walk_executor(bowl_2071); obs(bowl_2071, Check if
 this is the item I am looking for); walk_executor(sink_42); exp(bowl_2072, sink_42); walk_executor(
bowl_2072); obs(bowl_2072, Check if this is the item I am looking for); walk_executor(sink_42); exp(
plate_1000, sink_42); walk_executor(plate_1000); obs(plate_1000, Check if this is the item I am look
ing for)']"
,,,,,"(CrowControllerApplier<walk_executor(sink_42)>, CrowControllerApplier<exp(bowl_2071, sink_42)>, Crow
ControllerApplier<walk_executor(bowl_2071)>, CrowControllerApplier<obs(bowl_2071, Check if this is t
he item I am looking for)>, CrowControllerApplier<walk_executor(sink_42)>, CrowControllerApplier<exp
(bowl_2072, sink_42)>, CrowControllerApplier<walk_executor(bowl_2072)>, CrowControllerApplier<obs(bo
wl_2072, Check if this is the item I am looking for)>, CrowControllerApplier<walk_executor(sink_42)>
, CrowControllerApplier<exp(plate_1000, sink_42)>, CrowControllerApplier<walk_executor(plate_1000)>,
 CrowControllerApplier<obs(plate_1000, Check if this is the item I am looking for)>)"
,,walk_executor(sink_42),"Find soap_2053. Find towel_rack_31. Find basket_for_clothes_2006. Find towel_rack_34. Find towel_rac
k_32. Robot is inside bathroom_1. Robot is close bathroom_counter_41. Robot is close sink_42. ",,
,,"exp(bowl_2071, sink_42)",Failed to find bowl_2071 around sink_42. ,,
,,,,,"(CrowControllerApplier<walk_executor(dishwasher_1001)>, CrowControllerApplier<open_executor(dishwash
er_1001)>, CrowControllerApplier<exp(bowl_2071, dishwasher_1001)>, CrowControllerApplier<close_execu
tor(dishwasher_1001)>, CrowControllerApplier<walk_executor(bowl_2071)>, CrowControllerApplier<obs(bo
wl_2071, Check if this is the item I am looking for)>, CrowControllerApplier<walk_executor(dishwashe
r_1001)>, CrowControllerApplier<open_executor(dishwasher_1001)>, CrowControllerApplier<exp(bowl_2072
, dishwasher_1001)>, CrowControllerApplier<close_executor(dishwasher_1001)>, CrowControllerApplier<w
alk_executor(bowl_2072)>, CrowControllerApplier<obs(bowl_2072, Check if this is the item I am lookin
g for)>, CrowControllerApplier<walk_executor(dishwasher_1001)>, CrowControllerApplier<open_executor(
dishwasher_1001)>, CrowControllerApplier<exp(plate_1000, dishwasher_1001)>, CrowControllerApplier<cl
ose_executor(dishwasher_1001)>, CrowControllerApplier<walk_executor(plate_1000)>, CrowControllerAppl
ier<obs(plate_1000, Check if this is the item I am looking for)>)"
,,walk_executor(dishwasher_1001),"Robot is inside dining_room_201. Robot is close dishwasher_1001. Robot is no longer inside bathroom_
1.Robot is no longer close bathroom_counter_41.Robot is no longer close sink_42.",,
,,open_executor(dishwasher_1001),Robot is inside dining_room_201. Robot is close dishwasher_1001. ,,
,,"exp(bowl_2071, dishwasher_1001)",Failed to find bowl_2071 around dishwasher_1001. ,,
