Goal Representation,Debug Result,Action,Add Info,LLM Answer,Plan
"Turn on the computer in home office. Sit on the chair in front of the computer. Touch the mouse and 
check my email.",,,,,
"['1. Turn on the computer in the home office.', '2. Sit on the chair in front of the computer.', '3.
 Touch the mouse to activate it.', '4. Check your email.']",,,,,
"behavior turn_on_computer(computer: item):
    body:
        achieve is_on(computer)

behavior __goal__():
    body:
        bind computer: item where:
            is_home_office(computer) and is_computer(computer)
        turn_on_computer(computer)",,,,,[]
"['1. Turn on the computer in the home office.', '2. Sit on the chair in front of the computer.', '3.
 Touch the mouse.', '4. Check your email.']",,,,,
"behavior __goal__():
    body:
        bind computer: item where:
            is_computer(computer)
        achieve is_on(computer)",,,,,['walk_executor(computer_170); switchon_executor(computer_170)']
,,,,,"(CrowControllerApplier<walk_executor(computer_170)>, CrowControllerApplier<switchon_executor(compute
r_170)>)"
,,walk_executor(computer_170),"Find hanger_112. Find mouse_166. Find chair_103. Find keyboard_168. Find hanger_115. Find hanger_113
. Robot is inside bedroom_67. Robot is close computer_170. Robot is no longer inside bathroom_1.",,
,,switchon_executor(computer_170),Robot is inside bedroom_67. Robot is close computer_170. ,,
,,,,"- Sub-Task Completed: Yes
- Next Steps: You walked to the computer and turned it on successfully.",
"behavior __goal__():
    body:
        bind chair: item where:
            is_chair(chair)
        # Select the chair in the home office
        
        achieve close_char(char, chair) 
        # Move the character closer to the chair
        
        achieve sitting(char) and on_char(char, chair)
        # Sit on the chair",,,,,[]
"behavior __goal__():
    body:
        bind chair: item where:
            is_chair(chair)
        # Select a chair
        
        bind pc: item where:
            is_computer(pc)
        # Select a computer
        
        achieve close_char(char, chair)
        # Move closer to the chair
        
        achieve on_char(char, chair)
        # Sit on the chair
        
        achieve facing_char(char, pc)
        # Face the computer while sitting on the chair",,,,,[]
"behavior __goal__():
    body:
        bind chair: item where:
            is_chair(chair)
        achieve sitting(char) 
        achieve on_char(char, chair)",,,,,[]
"behavior __goal__():
    body:
        bind chair: item where:
            is_chair(chair)
        achieve sit(char, chair)","Error trying to process rule ""behavior_definition"":

Number of arguments does not match the number of types: 2 vs 0. Args: (ObjectConstantExpression<O::c
har>, VariableExpression<V::chair>), Types: ()",,,,
"behavior __goal__():
    body:
        bind chair: item where:
            is_chair(chair)
        achieve sit(char, chair)","Error trying to process rule ""behavior_definition"":

Number of arguments does not match the number of types: 2 vs 0. Args: (ObjectConstantExpression<O::c
har>, VariableExpression<V::chair>), Types: ()",,,,
"behavior __goal__():
    body:
        bind chair: item where:
            is_chair(chair)
        achieve sitting(char) and on_char(char, chair)",,,,,[]
"behavior sit_on_chair(chair: item):
    body:
        achieve on_char(char, chair)
        achieve sittable(chair)

behavior __goal__():
    body:
        bind chair: item where:
            is_chair(chair) and facing_char(char, chair)
        achieve close_char(char, chair)
        sit_on_chair(chair)",,,,,[]
"behavior __goal__():
    body:
        bind chair: item where:
            is_chair(chair)
        # Ensure theres a chair present
            
        achieve on_char(char, chair)
        # Make the character sit on the chair",,,,,[]
"behavior __goal__():
    body:
        bind chair: item where:
            is_chair(chair) and close_char(char, chair)
        achieve sitting(char) and on_char(char, chair)",,,,,[]
"behavior __goal__():
    body:
        bind chair: item where:
            is_chair(chair) and close_char(char, chair)
        # Select a chair close to the character
        achieve sitting(char)
        # Sit on the chair
        achieve on_char(char, chair)
        # Ensure the character is on the chair",,,,,[]
" 
behavior __goal__():
    body:
        bind chair: item where:
            is_chair(chair)
        # Move the character closer to the chair in front of the computer
        achieve close_char(char, chair)
        # Ensure the character sits on the chair
        achieve on_char(char, chair)
        # Final state: character is sitting
        achieve sitting(char)
",,,,,[]
"behavior __goal__():
    body:
        bind chair: item where:
            is_chair(chair) and is_home_office(home_office) and inside_char(char, home_office)
        achieve sitting(char) and on_char(char, chair)","Error trying to process rule ""behavior_definition"":

Unknown variable: home_office; available variables: [Variable<chair: item>].",,,,
"behavior __goal__():
    body:
        bind home_office: item where:
            is_home_office(home_office)
        bind chair: item where:
            is_chair(chair) and inside_char(char, home_office)
        achieve sitting(char) and on_char(char, chair)",,,,,[]
"behavior __goal__():
    body:
        bind chair: item where:
            is_chair(chair)
        achieve on_char(char, chair) # Sit on the chair in front of the computer",,,,,[]
"behavior __goal__():
    body:
        bind chair: item where:
            is_chair(chair)
        achieve on_char(char, chair)",,,,,[]
"plaintext
behavior __goal__():
    body:
        bind chair: item where:
            is_chair(chair)
        achieve sitting(char)
        achieve on_char(char, chair)
","Unexpected token Token('BASIC_TYPENAME', 'plaintext') at line 5771, column 1.
Expected one of: 
	* IMPORT
	* BEHAVIOR
	* TYPEDEF
	* GOAL
	* CONTROLLER
	* DEF
	* INIT
	* _PRAGMA_KEYWORD
	* FEATURE
	* $END
	* ACTION
	* OBJECTS
	* UNDIRECTED_GENERATOR
	* _NEWLINE
	* GENERATOR
	* DOMAIN
Previous tokens: [Token('_NEWLINE', '\n    \n\n#exp_behavior_end\n\n#goal_representation\n')]
",,,,
"
behavior __goal__():
    body:
        bind chair: item where:
            is_chair(chair)
        achieve sitting(char)
        achieve on_char(char, chair)
",,,,,[]
"behavior __goal__():
    body:
        bind chair: item where:
            is_chair(chair) and close_char(char, chair)
        achieve sitting(char) and on_char(char, chair)",,,,,[]
"behavior __goal__():
    body:
        bind chair: item where:
            is_chair(chair)
        achieve sittable(chair)
        achieve on_char(char, chair)",,,,,[]
"behavior sit_on_chair(chair:item):
    body:
        achieve on_char(char, chair)
        achieve sitting(char)

behavior __goal__():
    body:
        bind chair: item where:
            is_chair(chair)
        sit_on_chair(chair)",,,,,[]
