Goal Representation,Debug Result,Action,Add Info,LLM Answer,Plan
wash the bowls and the plates with dishwasher,,,,,
"['1. Find the bowls and plates that need washing.', '2. Load the bowls and plates into the dishwashe
r.', '3. Run the dishwasher to wash the bowls and plates.']",,,,,
"['1. Find the bowls and plates that need washing.', '2. Load the bowls and plates into the dishwashe
r.', '3. Start the dishwasher.']",,,,,
"['1. Find the sink with bowls and plates.', '2. Load the bowls and plates into the dishwasher and st
art it.']",,,,,
,,,,,"(CrowControllerApplier<walk_executor(sink_42)>, CrowControllerApplier<obs(sink_42, Check is there an
y bowls or plates in the sink)>, CrowControllerApplier<walk_executor(sink_231)>, CrowControllerAppli
er<obs(sink_231, Check is there any bowls or plates in the sink)>)"
,,walk_executor(sink_42),"Find soap_2053. Find towel_rack_32. Find towel_rack_34. Find towel_rack_31. Find basket_for_clothes_
2006. Robot is inside bathroom_1. Robot is close bathroom_counter_41. Robot is close sink_42. ",,
,,,,There are no bowls or plates in the sink_42.,
,,"obs(sink_42, Check is there any bowls or plates in the sink)","Get this information: There are no bowls or plates in the sink_42.
",,
,,walk_executor(sink_231),"Find pot_2069. Find knife_2050. Find cup_2063. Find cup_2064. Find cutting_board_2051. Find plate_10
00. Find soap_2054. Find napkin_2005. Find drawing_238. Find drawing_239. Find drawing_240. Find dra
wing_241. Find drawing_242. Find drawing_243. Find tray_296. Robot is inside dining_room_201. Robot 
is close kitchen_counter_230. Robot is close sink_231. Robot is no longer inside bathroom_1.Robot is
 no longer close bathroom_counter_41.Robot is no longer close sink_42.",,
,,,,"Yes, plate_1000 is on sink_231.",
,,"obs(sink_231, Check is there any bowls or plates in the sink)","Get this information: Yes, plate_1000 is on sink_231.
",,
