Goal Representation,Debug Result,Action,Add Info,LLM Answer,Plan
"Find the basket of clothes in kitchen, wash them in the washing machine.",,,,,
"['1. Find the basket of clothes in the kitchen.', '2. Wash the clothes in the washing machine.']",,,,,
"behavior __goal__():
    body:
        bind basket: item where:
            is_basket_for_clothes(basket)
        achieve close_char(char, basket)
        observe(basket, ""Check if it contains clothes"")",,,,,"['walk_executor(dishwasher_1001); exp(basket_for_clothes_2006, dishwasher_1001); walk_executor(baske
t_for_clothes_2006); obs(basket_for_clothes_2006, Check if it contains clothes)']"
,,,,,"(CrowControllerApplier<walk_executor(dishwasher_1001)>, CrowControllerApplier<exp(basket_for_clothes
_2006, dishwasher_1001)>, CrowControllerApplier<walk_executor(basket_for_clothes_2006)>, CrowControl
lerApplier<obs(basket_for_clothes_2006, Check if it contains clothes)>)"
,,walk_executor(dishwasher_1001),"Robot is inside dining_room_201. Robot is close dishwasher_1001. Robot is no longer inside bathroom_
1.",,
,,"exp(basket_for_clothes_2006, dishwasher_1001)",,,
,,,,,"(CrowControllerApplier<walk_executor(closetdrawer_117)>, CrowControllerApplier<exp(basket_for_clothe
s_2006, closetdrawer_117)>, CrowControllerApplier<walk_executor(basket_for_clothes_2006)>, CrowContr
ollerApplier<obs(basket_for_clothes_2006, Check if it contains clothes)>)"
,,walk_executor(closetdrawer_117),"Find hanger_126. Find hanger_130. Find hanger_132. Find hanger_134. Find hanger_136. Find hanger_138
. Find hanger_109. Find hanger_110. Find hanger_111. Find hanger_112. Find hanger_113. Find hanger_1
40. Find hanger_114. Find hanger_124. Find hanger_128. Find hanger_141. Find hanger_142. Find hanger
_115. Robot is inside bedroom_67. Robot is close dresser_108. Robot is close closetdrawer_117. Robot
 is close closetdrawer_118. Robot is no longer inside dining_room_201.Robot is no longer close dishw
asher_1001.",,
,,"exp(basket_for_clothes_2006, closetdrawer_117)",,,
,,,,,"(CrowControllerApplier<walk_executor(kitchen_counter_230)>, CrowControllerApplier<exp(basket_for_clo
thes_2006, kitchen_counter_230)>, CrowControllerApplier<walk_executor(basket_for_clothes_2006)>, Cro
wControllerApplier<obs(basket_for_clothes_2006, Check if it contains clothes)>)"
,,walk_executor(kitchen_counter_230),"Find cup_2064. Find cup_2063. Find drawing_239. Find tray_296. Find cutting_board_2051. Find knife_2
050. Find pot_2069. Find napkin_2005. Find drawing_238. Find drawing_240. Find drawing_241. Find dra
wing_242. Find drawing_243. Robot is inside dining_room_201. Robot is close kitchen_counter_230. Rob
ot is no longer inside bedroom_67.Robot is no longer close dresser_108.Robot is no longer close clos
etdrawer_117.Robot is no longer close closetdrawer_118.",,
,,"exp(basket_for_clothes_2006, kitchen_counter_230)",,,
,,,,,"(CrowControllerApplier<walk_executor(closetdrawer_392)>, CrowControllerApplier<exp(basket_for_clothe
s_2006, closetdrawer_392)>, CrowControllerApplier<walk_executor(basket_for_clothes_2006)>, CrowContr
ollerApplier<obs(basket_for_clothes_2006, Check if it contains clothes)>)"
,,walk_executor(closetdrawer_392),"Find hanger_359. Find hanger_361. Find hanger_363. Find hanger_365. Find hanger_367. Find hanger_369
. Find hanger_372. Find hanger_374. Find hanger_375. Find hanger_376. Robot is inside home_office_31
9. Robot is close closetdrawer_392. Robot is close dresser_358. Robot is no longer inside dining_roo
m_201.Robot is no longer close kitchen_counter_230.",,
,,"exp(basket_for_clothes_2006, closetdrawer_392)",,,
,,,,,"(CrowControllerApplier<walk_executor(closetdrawer_384)>, CrowControllerApplier<exp(basket_for_clothe
s_2006, closetdrawer_384)>, CrowControllerApplier<walk_executor(basket_for_clothes_2006)>, CrowContr
ollerApplier<obs(basket_for_clothes_2006, Check if it contains clothes)>)"
,,walk_executor(closetdrawer_384),"Robot is inside home_office_319. Robot is close dresser_358. Robot is close closetdrawer_384. Robot 
is close closetdrawer_388. Robot is no longer close closetdrawer_392.",,
,,"exp(basket_for_clothes_2006, closetdrawer_384)",,,
,,,,,"(CrowControllerApplier<walk_executor(closetdrawer_122)>, CrowControllerApplier<exp(basket_for_clothe
s_2006, closetdrawer_122)>, CrowControllerApplier<walk_executor(basket_for_clothes_2006)>, CrowContr
ollerApplier<obs(basket_for_clothes_2006, Check if it contains clothes)>)"
,,walk_executor(closetdrawer_122),"Find mat_173. Robot is inside bedroom_67. Robot is close closetdrawer_122. Robot is close dresser_10
8. Robot is no longer inside home_office_319.Robot is no longer close closetdrawer_384.Robot is no l
onger close closetdrawer_388.Robot is no longer close dresser_358.",,
,,,,"The basket_for_clothes_2006 is inside bathroom_1, close to both sink_42 and bathtub_30.",
,,,"The basket_for_clothes_2006 is inside bathroom_1, close to both sink_42 and bathtub_30.
",,
,,"exp(basket_for_clothes_2006, closetdrawer_122)",,,
