Goal Representation,Debug Result,Action,Add Info,LLM Answer,Plan
Brew a cup of coffee using the coffee maker.,,,,,
"['1. Gather the necessary ingredients and supplies for brewing coffee.', '2. Prepare and set up the 
coffee maker.', '3. Brew the coffee.', '4. Pour the coffee into a cup and serve.']",,,,,
" 
def is_in_kitchen_counter(item: item):
    symbol on_kitchen_counter=exists counter: item : is_kitchen_counter(counter) and on(item, counte
r)
    return on_kitchen_counter

def gather_ingredients(sink: item):
    foreach ingredient: item:
        if is_coffee_filter(ingredient) or is_milk(ingredient):
            if not is_in_kitchen_counter(ingredient) and not inhand(ingredient):
                achieve_once inhand(ingredient)
                move(ingredient)

def place_ingredients_on_counter():
    foreach ingredient: item:
        if inhand(ingredient):
            achieve on(ingredient, counter)

behavior __goal__():
    body:
        foreach counter: item:
            if is_kitchen_counter(counter) and not visited(counter):
                observe(counter, ""Find the kitchen counter"")
                
        foreach sink: item:
            if is_sink(sink) and not visited(sink):
                observe(sink, ""Find the sink and gather necessary ingredients"")

        gather_ingredients(sink)
        place_ingredients_on_counter()
","Error trying to process rule ""function_definition"":

Unknown variable: counter; available variables: [Variable<ingredient: item>].",,,,
" 
def is_in_kitchen_counter(item: item):
    symbol on_kitchen_counter = exists counter: item : is_kitchen_counter(counter) and on(item, coun
ter)
    return on_kitchen_counter

def gather_ingredients(sink: item):
    foreach ingredient: item:
        if is_coffee_filter(ingredient) or is_milk(ingredient):
            if not is_in_kitchen_counter(ingredient) and not inhand(ingredient):
                achieve_once inhand(ingredient)
                move(ingredient)

def place_ingredients_on_counter(counter: item):
    foreach ingredient: item:
        if inhand(ingredient):
            achieve on(ingredient, counter)

behavior __goal__():
    body:
        bind counter: item where: 
            is_kitchen_counter(counter)
        foreach counter:
            if not visited(counter):
                observe(counter, ""Find the kitchen counter"")
                
        bind sink: item where:
            is_sink(sink)
        foreach sink:
            if not visited(sink):
                observe(sink, ""Find the sink and gather necessary ingredients"")

        gather_ingredients(sink)
        place_ingredients_on_counter(counter)
","Unexpected token Token('_NEWLINE', '\n            ') at line 5792, column 25.
Expected one of: 
	* VECTOR
	* BASIC_TYPENAME
",,,,
" 
def is_in_kitchen_counter(item: item):
    symbol on_kitchen_counter = exists counter: item : is_kitchen_counter(counter) and on(item, coun
ter)
    return on_kitchen_counter

def gather_ingredients(sink: item):
    foreach ingredient: item:
        if is_coffee_filter(ingredient) or is_milk(ingredient):
            if not is_in_kitchen_counter(ingredient) and not inhand(ingredient):
                achieve_once inhand(ingredient)
                move(ingredient)

def place_ingredients_on_counter(counter: item):
    foreach ingredient: item:
        if inhand(ingredient):
            achieve on(ingredient, counter)

behavior __goal__():
    body:
        bind counter: item where: 
            is_kitchen_counter(counter)
        foreach counter:
            if not visited(counter):
                observe(counter, ""Find the kitchen counter"")
                
        bind sink: item where:
            is_sink(sink)
        foreach sink:
            if not visited(sink):
                observe(sink, ""Find the sink and gather necessary ingredients"")

        gather_ingredients(sink)
        place_ingredients_on_counter(counter)
","Unexpected token Token('_NEWLINE', '\n            ') at line 5777, column 25.
Expected one of: 
	* VECTOR
	* BASIC_TYPENAME
",,,,
" 
def is_in_kitchen_counter(item: item):
    symbol on_kitchen_counter = exists counter: item : is_kitchen_counter(counter) and on(item, coun
ter)
    return on_kitchen_counter

def gather_ingredients(sink: item):
    foreach ingredient: item:
        if is_coffee_filter(ingredient) or is_milk(ingredient):
            if not is_in_kitchen_counter(ingredient) and not inhand(ingredient):
                achieve_once inhand(ingredient)
                move(ingredient)

def place_ingredients_on_counter(counter: item):
    foreach ingredient: item:
        if inhand(ingredient):
            achieve on(ingredient, counter)

behavior __goal__():
    body:
        bind counter: item where: 
            is_kitchen_counter(counter)
        foreach counter:
            if not visited(counter):
                observe(counter, ""Find the kitchen counter"")
                
        bind sink: item where:
            is_sink(sink)
        foreach sink:
            if not visited(sink):
                observe(sink, ""Find the sink and gather necessary ingredients"")

        gather_ingredients(sink)
        place_ingredients_on_counter(counter)
","Unexpected token Token('_NEWLINE', '\n            ') at line 5792, column 25.
Expected one of: 
	* VECTOR
	* BASIC_TYPENAME
",,,,
"
 
def is_in_kitchen_counter(item: item):
    symbol on_kitchen_counter = exists counter: item : is_kitchen_counter(counter) and on(item, coun
ter)
    return on_kitchen_counter

def gather_ingredients(sink: item):
    foreach ingredient: item:
        if is_coffee_filter(ingredient) or is_milk(ingredient):
            if not is_in_kitchen_counter(ingredient) and not inhand(ingredient):
                achieve_once inhand(ingredient)
                move(ingredient)

def place_ingredients_on_counter(counter: item):
    foreach ingredient: item:
        if inhand(ingredient):
            achieve on(ingredient, counter)

behavior __goal__():
    body:
        bind counter: item where:
            is_kitchen_counter(counter)
        foreach counter:
            if not visited(counter):
                observe(counter, ""Find the kitchen counter"")
                
        bind sink: item where:
            is_sink(sink)
        foreach sink:
            if not visited(sink):
                observe(sink, ""Find the sink and gather necessary ingredients"")

        gather_ingredients(sink)
        place_ingredients_on_counter(counter)
","Unexpected token Token('_NEWLINE', '\n            ') at line 5808, column 25.
Expected one of: 
	* VECTOR
	* BASIC_TYPENAME
",,,,
"def is_grabbable_and_has(g: item, h: item):
    symbol is_g_h = grabbable(g) and exists h: item : inside(h, g)
    return is_g_h

behavior gather_coffee_supplies():
    body:
        bind coffee_maker: item where:
            is_coffe_maker(coffee_maker)
        
        bind coffee_filter: item where:
            is_coffee_filter(coffee_filter) and grabbable(coffee_filter)
        
        bind coffee: item where:
            is_food_coffee(coffee) and grabbable(coffee)

        observe(coffee_maker, ""Check if it is clean and open"")

behavior check_other_needed_supplies():
    body:
        foreach item: item:
            if is_milk(item) and grabbable(item):
                observe(item, ""Check if enough milk inside"")

        foreach item: item:
            if is_food_sugar(item) and grabbable(item):
                observe(item, ""Check if its sugar"")

behavior __goal__():
    body:
        gather_coffee_supplies()
        check_other_needed_supplies()","Unexpected token Token('VARNAME', 'h') at line 5787, column 45.
Expected one of: 
	* _NEWLINE
	* SEMICOLON
",,,,
"def is_grabbable_and_has(g: item, h: item):
    symbol is_g_h = grabbable(g) and exists h: item : inside(h, g)
    return is_g_h

behavior gather_coffee_supplies():
    body:
        bind coffee_maker: item where:
            is_coffe_maker(coffee_maker)
        
        bind coffee_filter: item where:
            is_coffee_filter(coffee_filter) and grabbable(coffee_filter)
        
        bind coffee: item where:
            is_food_coffee(coffee) and grabbable(coffee)

        observe(coffee_maker, ""Check if it is clean and open"")

behavior check_other_needed_supplies():
    body:
        foreach item: item:
            if is_milk(item) and grabbable(item):
                observe(item, ""Check if enough milk inside"")

        foreach item: item:
            if is_food_sugar(item) and grabbable(item):
                observe(item, ""Check if its sugar"")

behavior __goal__():
    body:
        gather_coffee_supplies()
        check_other_needed_supplies()","Unexpected token Token('VARNAME', 'h') at line 5787, column 45.
Expected one of: 
	* _NEWLINE
	* SEMICOLON
",,,,
"def is_grabbable_and_has(g: item, h: item):
    symbol is_g_h = grabbable(g) and exists h: item : inside(h, g)
    return is_g_h

behavior gather_coffee_supplies():
    body:
        bind coffee_maker: item where:
            is_coffe_maker(coffee_maker)
        
        bind coffee_filter: item where:
            is_coffee_filter(coffee_filter) and grabbable(coffee_filter)
        
        bind coffee: item where:
            is_food_coffee(coffee) and grabbable(coffee)

        observe(coffee_maker, ""Check if it is clean and open"")

behavior check_other_needed_supplies():
    body:
        foreach item: item:
            if is_milk(item) and grabbable(item):
                observe(item, ""Check if enough milk inside"")

        foreach item: item:
            if is_food_sugar(item) and grabbable(item):
                observe(item, ""Check if its sugar"")

behavior __goal__():
    body:
        gather_coffee_supplies()
        check_other_needed_supplies()","Unexpected token Token('VARNAME', 'h') at line 5787, column 45.
Expected one of: 
	* _NEWLINE
	* SEMICOLON
",,,,
