Goal Representation,Debug Result,Action,Add Info,LLM Answer,Plan
"['1. Retrieve a cup and fill it with water.  ', '2. Place the cup of water in the freezer.']",,,,,
" 
behavior fill_cup_with_water(cup:item, faucet:item):
    body:
        achieve_once inhand(cup)
        # Grab the cup
        achieve close(faucet, cup)
        # Get close to the faucet with the cup
        achieve_once is_on(faucet)
        # Turn on the faucet
        water(cup)
        # Fill the cup with water
        achieve_once is_off(faucet)
        # Turn off the faucet

behavior __goal__():
    body:
        bind cup: item where:
            is_cup(cup)
        # Select a cup
        bind faucet: item where:
            is_faucet(faucet)
        # Select a faucet
        fill_cup_with_water(cup, faucet)
","Error trying to process rule ""behavior_definition"":

'Function water not found. Note that recursive function calls are not supported in the current versi
on.'",,,,
"
behavior fill_cup_with_water(cup:item, faucet:item):
    body:
        achieve_once inhand(cup)
        # Grab the cup
        achieve close(faucet, cup)
        # Get close to the faucet with the cup
        achieve_once is_on(faucet)
        # Turn on the faucet
        is_liquid_filling(cup)
        # Fill the cup with liquid
        achieve_once is_off(faucet)
        # Turn off the faucet

behavior __goal__():
    body:
        bind cup: item where:
            is_cup(cup)
        # Select a cup
        bind faucet: item where:
            is_faucet(faucet)
        # Select a faucet
        fill_cup_with_water(cup, faucet)
","Error trying to process rule ""behavior_definition"":

'Function is_liquid_filling not found. Note that recursive function calls are not supported in the c
urrent version.'",,,,
" 
behavior fill_cup_with_water(cup:item, faucet:item):
    body:
        achieve_once inhand(cup)
        # Grab the cup
        achieve close(faucet, cup)
        # Get close to the faucet with the cup
        achieve_once is_on(faucet)
        # Turn on the faucet
        is_food_milk(cup)
        # Fill the cup with liquid
        achieve_once is_off(faucet)
        # Turn off the faucet

behavior __goal__():
    body:
        bind cup: item where:
            is_cup(cup)
        # Select a cup
        bind faucet: item where:
            is_faucet(faucet)
        # Select a faucet
        fill_cup_with_water(cup, faucet)
","Error trying to process rule ""behavior_definition"":

'Function is_food_milk not found. Note that recursive function calls are not supported in the curren
t version.'",,,,
"behavior fill_cup_with_water(cup:item, faucet:item):
    body:
        achieve_once inhand(cup)
        achieve close(faucet, cup)
        achieve_once is_on(faucet)
        water(cup)
        achieve_once is_off(faucet)

behavior __goal__():
    body:
        bind cup: item where:
            is_cup(cup)
        bind faucet: item where:
            is_faucet(faucet)
        fill_cup_with_water(cup, faucet)","Error trying to process rule ""behavior_definition"":

'Function water not found. Note that recursive function calls are not supported in the current versi
on.'",,,,
" 
behavior fill_cup_with_water(cup:item, faucet:item):
    body:
        achieve_once inhand(cup)
        achieve close(faucet, cup)
        achieve_once is_on(faucet)
        is_food_water(cup)
        achieve_once is_off(faucet)

behavior __goal__():
    body:
        bind cup: item where:
            is_cup(cup)
        bind faucet: item where:
            is_faucet(faucet)
        fill_cup_with_water(cup, faucet)
","Error trying to process rule ""behavior_definition"":

'Function is_food_water not found. Note that recursive function calls are not supported in the curre
nt version.'",,,,
" 
behavior fill_cup_with_water(cup:item, faucet:item):
    body:
        achieve_once inhand(cup)
        achieve close(faucet, cup)
        achieve_once is_on(faucet)
        is_food_food(cup)
        achieve_once is_off(faucet)

behavior __goal__():
    body:
        bind cup: item where:
            is_cup(cup)
        bind faucet: item where:
            is_faucet(faucet)
        fill_cup_with_water(cup, faucet)
",,,,,[]
"['1. Get a cup and fill it with water.', '2. Place the cup of water in the freezer.']",,,,,
" 
behavior fill_cup_with_water(cup:item, source:item):
    body:
        achieve inside(cup, source)
        # Ensure the cup is placed under the water source or inside the sink
        
        achieve_once has_water(source)
        # The selected water source has water available
        
        water(cup)
        # Fill the cup with water

behavior __goal__():
    body:
        bind cup: item where:
            is_cup(cup) and grabbable(cup)
        # Select a grabbable cup
        
        bind source: item where:
            is_sink(source) or is_faucet(source) or pourable(source)
        # Select a source that can pour water
        
        fill_cup_with_water(cup, source)
","Error trying to process rule ""behavior_definition"":

'Function water not found. Note that recursive function calls are not supported in the current versi
on.'",,,,
" 
behavior fill_cup_with_water(cup:item, source:item):
    body:
        achieve inside(cup, source)
        # Ensure the cup is placed under the water source or inside the sink
        
        achieve_once has_water(source)
        # The selected water source has water available
        
        is_faucet(cup)
        # Fill the cup with water

behavior __goal__():
    body:
        bind cup: item where:
            is_cup(cup) and grabbable(cup)
        # Select a grabbable cup
        
        bind source: item where:
            is_sink(source) or is_faucet(source) or pourable(source)
        # Select a source that can pour water
        
        fill_cup_with_water(cup, source)
",,,,,[]
"['1. Find a clean cup.', '2. Fill the cup with water.', '3. Place the cup of water in the freezer.']",,,,,
" 
def is_clean_cup(cup:item):
    # Function to check if a cup is clean
    return clean(cup)

behavior __goal__():
    body:
        if exists cup: item : is_cup(cup) and is_clean_cup(cup):
            # Check if there is a clean cup based on the available information
            bind cup: item where:
                is_cup(cup) and is_clean_cup(cup)
            # Select a cup that is clean
            achieve close_char(char, cup)
            # Move the character closer to the clean cup

        else:
            # If no clean cup is found, initiate exploration to locate one
            foreach cup: item:
                if is_cup(cup) and not visited(cup):
                    observe(cup, ""Check is the cup clean"")
                    # Observe whether each cup is clean
",,,,,"['walk_executor(dishwasher_1001); open_executor(dishwasher_1001); exp(cup_2063, dishwasher_1001); wa
lk_executor(cup_2063); obs(cup_2063, Check is the cup clean); walk_executor(dishwasher_1001); exp(cu
p_2064, dishwasher_1001); walk_executor(cup_2064); obs(cup_2064, Check is the cup clean)']"
,,,,,"(CrowControllerApplier<walk_executor(dishwasher_1001)>, CrowControllerApplier<open_executor(dishwash
er_1001)>, CrowControllerApplier<exp(cup_2063, dishwasher_1001)>, CrowControllerApplier<walk_executo
r(cup_2063)>, CrowControllerApplier<obs(cup_2063, Check is the cup clean)>, CrowControllerApplier<wa
lk_executor(dishwasher_1001)>, CrowControllerApplier<exp(cup_2064, dishwasher_1001)>, CrowController
Applier<walk_executor(cup_2064)>, CrowControllerApplier<obs(cup_2064, Check is the cup clean)>)"
,,walk_executor(dishwasher_1001),"Robot is inside dining_room_201. Robot is close dishwasher_1001. Robot is no longer inside bathroom_
1.",,
,,open_executor(dishwasher_1001),Robot is inside dining_room_201. Robot is close dishwasher_1001. ,,
,,"exp(cup_2063, dishwasher_1001)",Failed to find cup_2063 around dishwasher_1001. ,,
,,,,,"(CrowControllerApplier<walk_executor(faucet_43)>, CrowControllerApplier<exp(cup_2063, faucet_43)>, C
rowControllerApplier<walk_executor(cup_2063)>, CrowControllerApplier<obs(cup_2063, Check is the cup 
clean)>, CrowControllerApplier<walk_executor(faucet_43)>, CrowControllerApplier<exp(cup_2064, faucet
_43)>, CrowControllerApplier<walk_executor(cup_2064)>, CrowControllerApplier<obs(cup_2064, Check is 
the cup clean)>)"
,,walk_executor(faucet_43),"Find towel_rack_31. Find towel_rack_34. Find towel_rack_32. Robot is inside bathroom_1. Robot is clo
se bathroom_counter_41. Robot is close faucet_43. Robot is no longer inside dining_room_201.Robot is
 no longer close dishwasher_1001.",,
,,"exp(cup_2063, faucet_43)",Failed to find cup_2063 around faucet_43. ,,
